user_id,role_k1500,onet_code,onet_title,affected_score
58466498,it technician,15-1232.00,Computer User Support Specialists,0.59375
22512148,technical support representative,15-1232.00,Computer User Support Specialists,0.59375
124834056,it support,15-1232.00,Computer User Support Specialists,0.59375
48640510,computer technician,15-1232.00,Computer User Support Specialists,0.59375
70215671,support,15-1232.00,Computer User Support Specialists,0.59375
151343370,helpdesk,15-1232.00,Computer User Support Specialists,0.59375
91522080,support technician,15-1232.00,Computer User Support Specialists,0.59375
110098192,it technician,15-1232.00,Computer User Support Specialists,0.59375
168326576,computer technician,15-1232.00,Computer User Support Specialists,0.59375
191702251,help technician,15-1232.00,Computer User Support Specialists,0.59375
57072916,computer technician,15-1232.00,Computer User Support Specialists,0.59375
131041525,it support,15-1232.00,Computer User Support Specialists,0.59375
205909867,help analyst,15-1232.00,Computer User Support Specialists,0.59375
136907562,computer technician,15-1232.00,Computer User Support Specialists,0.59375
95078010,it support analyst,15-1232.00,Computer User Support Specialists,0.59375
152738164,service analyst,15-1232.00,Computer User Support Specialists,0.59375
141268669,help technician,15-1232.00,Computer User Support Specialists,0.59375
16000728,computer,15-1232.00,Computer User Support Specialists,0.59375
173852244,helpdesk analyst,15-1232.00,Computer User Support Specialists,0.59375
176346448,computer technician,15-1232.00,Computer User Support Specialists,0.59375
157952419,computer technician,15-1232.00,Computer User Support Specialists,0.59375
104709219,help analyst,15-1232.00,Computer User Support Specialists,0.59375
123519361,desktop support,15-1232.00,Computer User Support Specialists,0.59375
23218096,computer technician,15-1232.00,Computer User Support Specialists,0.59375
36393965,computer technician,15-1232.00,Computer User Support Specialists,0.59375
91878775,support,15-1232.00,Computer User Support Specialists,0.59375
68365968,computer,15-1232.00,Computer User Support Specialists,0.59375
74523516,it technician,15-1232.00,Computer User Support Specialists,0.59375
46507797,it technician,15-1232.00,Computer User Support Specialists,0.59375
60578541,computer technician,15-1232.00,Computer User Support Specialists,0.59375
80952454,computer technician,15-1232.00,Computer User Support Specialists,0.59375
181308168,it technician,15-1232.00,Computer User Support Specialists,0.59375
150273195,support,15-1232.00,Computer User Support Specialists,0.59375
5843640,tech support,15-1232.00,Computer User Support Specialists,0.59375
80918006,technical support,15-1232.00,Computer User Support Specialists,0.59375
26460247,support,15-1232.00,Computer User Support Specialists,0.59375
35572355,help technician,15-1232.00,Computer User Support Specialists,0.59375
104404431,service support,15-1232.00,Computer User Support Specialists,0.59375
180191739,help technician,15-1232.00,Computer User Support Specialists,0.59375
179962405,technical support,15-1232.00,Computer User Support Specialists,0.59375
116973500,financial service,43-3071.00,Tellers,0.5862068965517241
156555306,teller,43-3071.00,Tellers,0.5862068965517241
3342694,teller,43-3071.00,Tellers,0.5862068965517241
133126036,bank teller,43-3071.00,Tellers,0.5862068965517241
84823140,bank teller,43-3071.00,Tellers,0.5862068965517241
83896848,bank teller,43-3071.00,Tellers,0.5862068965517241
135198455,bank teller,43-3071.00,Tellers,0.5862068965517241
150145470,teller,43-3071.00,Tellers,0.5862068965517241
35217084,bank teller,43-3071.00,Tellers,0.5862068965517241
16257713,bank teller,43-3071.00,Tellers,0.5862068965517241
